;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;quality teste
379;0.316666667;0.182926829;0.125;0.02688172;0.141025641;1;0.298076923;0.273021002;0.625;0.226666667;0.464285714;0.666666667;0.666667
380;0.516666667;0.219512195;0.25;0.048387097;0.307692308;0.034482759;0.038461538;0.394184168;0.298076923;0.306666667;0.375;0.5;0.5
381;0.45;0.109756098;0.4375;0.387096774;0.41025641;0.655172414;0.596153846;0.588045234;0.528846154;0.44;0.464285714;0.666666667;0.666667
382;0.683333333;0.219512195;0.296875;0.672043011;0.333333333;0.517241379;0.288461538;0.878836834;0.461538462;0.186666667;0.232142857;0.5;0.5
383;0.533333333;0.170731707;0.453125;0.075268817;0.205128205;0.655172414;0.394230769;0.273021002;0.490384615;0.266666667;0.678571429;0.833333333;0.833333
384;0.683333333;0.146341463;0.421875;0.478494624;0.435897436;0.413793103;0.730769231;0.850565428;0.528846154;0.32;0.25;0.166666667;0.166667
385;0.4;0.268292683;0.15625;0.274193548;0.256410256;0.448275862;0.586538462;0.551696284;0.365384615;0.533333333;0.267857143;0.333333333;0.333333
386;0.383333333;0.268292683;0.140625;0.26344086;0.282051282;0.379310345;0.576923077;0.551696284;0.365384615;0.533333333;0.267857143;0.333333333;0.333333
387;0.4;0.280487805;0.140625;0.274193548;0.269230769;0.379310345;0.596153846;0.555735057;0.365384615;0.533333333;0.267857143;0.333333333;0.333333
388;0.583333333;0.024390244;0.453125;0.215053763;0.282051282;0.862068966;0.519230769;0.612277868;0.567307692;0.44;0.339285714;0.666666667;0.666667
389;0.633333333;0.231707317;0.34375;0.048387097;0.217948718;0.413793103;0.394230769;0.36187399;0.153846154;0.133333333;0.464285714;0.5;0.5
390;0.516666667;0.158536585;0.375;0.037634409;0.141025641;0.551724138;0.230769231;0.208400646;0.278846154;0.213333333;0.625;0.5;0.5
391;0.783333333;0.085365854;0.46875;0.021505376;0.256410256;0.310344828;0.230769231;0.394184168;0.163461538;0.12;0.321428571;0.666666667;0.666667
392;0.4;0.195121951;0.203125;0.11827957;0.346153846;0.068965517;0.163461538;0.499192246;0.490384615;0.266666667;0.25;0.333333333;0.333333
393;0.25;0.37195122;0.140625;0.048387097;0.243589744;0.551724138;0.048076923;0.422455574;0.740384615;0.24;0.285714286;0.666666667;0.666667
394;0.5;0.451219512;0.40625;0.150537634;0.128205128;0.689655172;0.5;0.240710824;0.355769231;0.2;0.678571429;0.666666667;0.666667
395;0.433333333;0.085365854;0.359375;0.392473118;0.397435897;0.172413793;0.461538462;0.733441034;0.490384615;0.28;0.053571429;0.666666667;0.666667
396;0.466666667;0.048780488;0.296875;0.231182796;0.487179487;0.586206897;0.211538462;0.57996769;0.721153846;0.28;0.321428571;0.666666667;0.666667
397;0.766666667;0.06097561;0.390625;0.048387097;0.243589744;0.448275862;0.615384615;0.491114701;0.182692308;0.173333333;0.285714286;0.333333333;0.333333
398;0.616666667;0.286585366;0.25;0.064516129;0.294871795;0.137931034;0.490384615;0.499192246;0.298076923;0.2;0.196428571;0.333333333;0.333333
399;0.616666667;0.134146341;0.375;0.483870968;0.192307692;0.517241379;0.576923077;0.733441034;0.298076923;0.346666667;0.25;0.5;0.5
400;0.433333333;0.073170732;0.359375;0.037634409;0.102564103;0.103448276;0.153846154;0.43457189;0.442307692;0.426666667;0.303571429;0.5;0.5
401;0.716666667;0.146341463;0.421875;0.032258065;0.282051282;0.965517241;0.326923077;0.43457189;0.211538462;0.173333333;0.285714286;0.333333333;0.333333
402;0.616666667;0.134146341;0.375;0.483870968;0.192307692;0.517241379;0.576923077;0.733441034;0.298076923;0.346666667;0.25;0.5;0.5
403;0.616666667;0.286585366;0.25;0.064516129;0.294871795;0.137931034;0.490384615;0.499192246;0.298076923;0.2;0.196428571;0.333333333;0.333333
404;0.6;0.256097561;0.25;0.059139785;0.282051282;0.068965517;0.480769231;0.515347334;0.288461538;0.2;0.196428571;0.333333333;0.333333
405;0.566666667;0.158536585;0.375;0.790322581;0.384615385;0.931034483;0.875;0.878836834;0.25;0.253333333;0.107142857;0.5;0.5
406;0.566666667;0.158536585;0.375;0.790322581;0.384615385;0.931034483;0.875;0.878836834;0.25;0.253333333;0.107142857;0.5;0.5
407;0.683333333;0.37804878;0.40625;0.231182796;0.217948718;0.793103448;0.173076923;0.369951535;0.346153846;0.453333333;0.696428571;0.666666667;0.666667
408;0.566666667;0.158536585;0.375;0.790322581;0.384615385;0.931034483;0.875;0.878836834;0.25;0.253333333;0.107142857;0.5;0.5
409;0.366666667;0.097560976;0.234375;0.177419355;0.038461538;0.413793103;0.278846154;0.394184168;0.576923077;0.373333333;0.571428571;0.5;0.5
410;0.333333333;0.182926829;0.171875;0.634408602;0.179487179;0.862068966;0.663461538;0.789983845;0.490384615;0.266666667;0.196428571;0.5;0.5
411;0.733333333;0.146341463;0.515625;0.134408602;0.192307692;0.103448276;0.173076923;0.43457189;0.365384615;0.173333333;0.553571429;0.333333333;0.333333
412;0.483333333;0.134146341;0.390625;0.903225806;0.243589744;0.931034483;0.673076923;0.967689822;0.451923077;0.253333333;0.107142857;0.5;0.5
413;0.35;0.195121951;0.140625;0.053763441;0;0.448275862;0.259615385;0.192245557;0.528846154;0.32;0.75;0.666666667;0.666667
414;0.483333333;0.134146341;0.390625;0.903225806;0.243589744;0.931034483;0.673076923;0.967689822;0.451923077;0.253333333;0.107142857;0.5;0.5
415;0.533333333;0.024390244;0.4375;0.059139785;0.333333333;0.103448276;0.298076923;0.410339257;0.528846154;0.893333333;0.589285714;0.5;0.5
416;0.616666667;0.231707317;0.234375;0.193548387;0.435897436;0.379310345;0.269230769;0.660743134;0.336538462;0.346666667;0.142857143;0.333333333;0.333333
417;0.633333333;0.207317073;0.359375;0.322580645;0.217948718;0.724137931;0.692307692;0.620355412;0.596153846;0.52;0.410714286;0.666666667;0.666667
418;0.633333333;0.207317073;0.359375;0.322580645;0.217948718;0.724137931;0.692307692;0.620355412;0.596153846;0.52;0.410714286;0.666666667;0.666667
419;0.35;0.365853659;0.171875;0.064516129;0.384615385;0.620689655;0.375;0.43457189;0.625;0.386666667;0.375;0.5;0.5
420;0.783333333;0.085365854;0.40625;0.059139785;0.256410256;0.448275862;1;0.660743134;0.461538462;0.426666667;0.196428571;0.5;0.5
421;0.65;0.195121951;0.375;0.048387097;0.333333333;0.551724138;0.682692308;0.426494346;0.269230769;0.293333333;0.375;0.5;0.5
422;0.366666667;0.158536585;0.265625;0.489247312;0.538461538;0.75862069;0.663461538;0.741518578;0.519230769;0.32;0.196428571;0.5;0.5
423;0.683333333;0.097560976;0.40625;0.059139785;0.384615385;0.172413793;0.009615385;0.499192246;0.365384615;0.293333333;0.25;0.666666667;0.666667
424;0.5;0.158536585;0.453125;0.032258065;0.551282051;0.24137931;0.509615385;0.43457189;0.519230769;0.333333333;0.357142857;0.666666667;0.666667
425;0.316666667;0.304878049;0.25;0.139784946;0.230769231;1;0.673076923;0.297253635;0.548076923;0.426666667;0.517857143;0.5;0.5
426;0.45;0.085365854;0.28125;0.139784946;0.307692308;0.24137931;0.076923077;0.450726979;0.625;0.546666667;0.428571429;0.5;0.5
427;0.316666667;0.304878049;0.25;0.139784946;0.230769231;1;0.673076923;0.297253635;0.548076923;0.426666667;0.517857143;0.5;0.5
428;0.733333333;0.048780488;0.453125;0.032258065;0.448717949;0.724137931;0.605769231;0.450726979;0.298076923;0.213333333;0.375;0.5;0.5
429;0.616666667;0.06097561;0.53125;0.037634409;0.294871795;0.482758621;0.25;0.466882068;0.326923077;0.693333333;0.339285714;0.5;0.5
430;0.733333333;0.06097561;0.59375;0.053763441;0.474358974;0.689655172;0.144230769;0.555735057;0.365384615;0.24;0.339285714;0.5;0.5
431;0.616666667;0.341463415;0.1875;0.112903226;0.205128205;0.275862069;0.288461538;0.418416801;0.25;0.08;0.321428571;0.333333333;0.333333
432;0.616666667;0.06097561;0.53125;0.037634409;0.294871795;0.482758621;0.25;0.466882068;0.326923077;0.693333333;0.339285714;0.5;0.5
433;0.783333333;0.109756098;0.5;0.043010753;0.269230769;0.827586207;0.403846154;0.410339257;0.326923077;0.346666667;0.535714286;0.666666667;0.666667
434;0.783333333;0.109756098;0.5;0.043010753;0.269230769;0.827586207;0.403846154;0.410339257;0.326923077;0.346666667;0.535714286;0.666666667;0.666667
435;0.483333333;0.280487805;1;0.112903226;0.871794872;0.413793103;0.980769231;0.43457189;0.711538462;0.626666667;0.642857143;0.5;0.5
436;0.383333333;0.048780488;0.5625;0.048387097;0.243589744;0.931034483;0.384615385;0.450726979;0.586538462;0.373333333;0.232142857;0.5;0.5
437;0.533333333;0.109756098;0.484375;0.075268817;0.435897436;0.448275862;0.798076923;0.596122779;0.682692308;0.52;0.375;0.5;0.5
438;0.816666667;0.073170732;0.4375;0.059139785;0.256410256;0.965517241;0.625;0.547657512;0.375;0.586666667;0.321428571;0.5;0.5
439;0.533333333;0.048780488;0.375;0.247311828;0.179487179;0.75862069;0.201923077;0.636510501;0.576923077;0.386666667;0.160714286;0.666666667;0.666667
440;0.6;0.073170732;0.375;0.037634409;0.192307692;0.068965517;0.182692308;0.353796446;0.269230769;0.68;0.464285714;0.333333333;0.333333
441;0.716666667;0.695121951;0.3125;0.075268817;0.346153846;0.206896552;0.528846154;0.612277868;0.432692308;0.64;0.428571429;0.166666667;0.166667
442;0.566666667;0.463414634;0.34375;0.241935484;0.294871795;0.24137931;0.201923077;0.628432956;0.451923077;0.293333333;0.410714286;0.166666667;0.166667
443;0.55;0.12195122;0.421875;0.048387097;0.371794872;0.413793103;0.105769231;0.402261712;0.375;0.333333333;0.446428571;0.666666667;0.666667
444;0.566666667;0.048780488;0.46875;0.069892473;0.384615385;0.448275862;0.086538462;0.466882068;0.355769231;0.293333333;0.375;0.333333333;0.333333
445;0.433333333;0.097560976;0;0.032258065;0.333333333;0.413793103;0.230769231;0.50726979;0.5;0.293333333;0.285714286;0.333333333;0.333333
446;0.366666667;0.317073171;0.40625;0.215053763;0.192307692;0.862068966;0.317307692;0.28917609;0.519230769;0.52;0.75;0.5;0.5
447;0.566666667;0.158536585;0.375;0.365591398;0.358974359;0.620689655;0.663461538;0.709208401;0.317307692;0.413333333;0.107142857;0.333333333;0.333333
448;0.616666667;0.219512195;0.5;0.032258065;0.192307692;0.24137931;0.028846154;0.273021002;0.211538462;0.213333333;0.517857143;0.333333333;0.333333
449;0.916666667;0.219512195;0.703125;0.080645161;0.384615385;0.206896552;0.346153846;0.709208401;0.336538462;0.613333333;0.339285714;0.166666667;0.166667
450;0.783333333;0.182926829;0.484375;0.080645161;0.371794872;0.620689655;0.269230769;0.539579968;0.182692308;0.28;0.285714286;0.333333333;0.333333
451;0.6;0.12195122;0.375;0.02688172;0.512820513;0.517241379;0.269230769;0.458804523;0.711538462;0.32;0.410714286;0.5;0.5
452;0.6;0.12195122;0.375;0.02688172;0.512820513;0.517241379;0.269230769;0.458804523;0.711538462;0.32;0.410714286;0.5;0.5
453;0.683333333;0.182926829;0.40625;0.069892473;0.435897436;0.655172414;0.365384615;0.369951535;0.307692308;0.653333333;0.571428571;0.666666667;0.666667
454;0.6;0.097560976;0.375;0.102150538;0.217948718;0.75862069;0.403846154;0.394184168;0.317307692;0.346666667;0.482142857;0.666666667;0.666667
455;0.5;0.109756098;0.40625;0.043010753;0.141025641;0.931034483;0.615384615;0.458804523;0.557692308;0.44;0.464285714;0.5;0.5
456;0.683333333;0.317073171;0.34375;0.048387097;0.256410256;0.724137931;0.798076923;0.369951535;0.221153846;0.426666667;0.517857143;0.666666667;0.666667
457;0.716666667;0.219512195;0.359375;0.451612903;0.205128205;0.586206897;0.336538462;0.636510501;0.182692308;0.226666667;0.446428571;0.666666667;0.666667
458;0.383333333;0.536585366;0.546875;0.607526882;0.371794872;0.551724138;0.990384615;0.806138934;0.384615385;0.36;0.160714286;0.5;0.5
459;0.416666667;0.353658537;0.140625;0.134408602;0.166666667;0.586206897;0.394230769;0.240710824;0.432692308;0.413333333;0.767857143;0.666666667;0.666667
460;0.483333333;0.048780488;0.359375;0.215053763;0.5;0.689655172;0.336538462;0.660743134;0.634615385;0.213333333;0.107142857;0.666666667;0.666667
461;0.4;0.146341463;0.171875;0.23655914;0.192307692;0.620689655;0.567307692;0.547657512;0.567307692;0.133333333;0.303571429;0.666666667;0.666667
462;0.216666667;0.158536585;0.546875;0.166666667;0.08974359;0.344827586;0.432692308;0.369951535;0.75;0.346666667;0.5;0.833333333;0.833333
463;0.516666667;0.158536585;0.34375;0.032258065;0.217948718;0.965517241;0.384615385;0.369951535;0.384615385;0.253333333;0.5;0.833333333;0.833333
464;0.516666667;0.073170732;0.359375;0.177419355;0.179487179;0.206896552;0.423076923;0.483037157;0.403846154;0.213333333;0.392857143;0.666666667;0.666667
465;0.55;0.12195122;0.390625;0.741935484;0.358974359;0.827586207;0.913461538;0.870759289;0.269230769;0.32;0.089285714;0.5;0.5
466;0.533333333;0.12195122;0.46875;0.02688172;0.628205128;0.448275862;0.701923077;0.43457189;0.625;0.266666667;0.392857143;0.5;0.5
467;0.75;0.073170732;0.328125;0.322580645;0.230769231;0.620689655;0.471153846;0.571890145;0.317307692;0.12;0.392857143;0.666666667;0.666667
468;0.233333333;0.158536585;0.359375;0.032258065;0.166666667;0.482758621;0.134615385;0.256865913;0.788461538;0.2;0.464285714;0.833333333;0.833333
469;0.4;0.146341463;0.171875;0.23655914;0.192307692;0.620689655;0.567307692;0.547657512;0.567307692;0.133333333;0.303571429;0.666666667;0.666667
470;0.433333333;0.219512195;0.234375;0.532258065;0.243589744;0.724137931;0.355769231;0.709208401;0.519230769;0.146666667;0.303571429;0.5;0.5
471;0.316666667;0.219512195;0.171875;0.102150538;0.064102564;0.034482759;0.355769231;0.15993538;0.596153846;0.746666667;1;0.666666667;0.666667
472;0.216666667;0.158536585;0.546875;0.166666667;0.08974359;0.344827586;0.432692308;0.369951535;0.75;0.346666667;0.5;0.833333333;0.833333
473;0.55;0.317073171;0.078125;0.069892473;0.115384615;0.551724138;0.038461538;0.232633279;0.509615385;0.48;0.75;0.666666667;0.666667
474;0.883333333;0.134146341;0.46875;0.091397849;0.435897436;0.24137931;0.653846154;0.628432956;0.259615385;0.306666667;0.160714286;0.166666667;0.166667
475;0.55;0.317073171;0.078125;0.069892473;0.115384615;0.551724138;0.038461538;0.232633279;0.509615385;0.48;0.75;0.666666667;0.666667
476;0.683333333;0.085365854;0.421875;0.032258065;0.256410256;0.137931034;0.125;0.305331179;0.278846154;0.506666667;0.660714286;0.5;0.5
477;0.583333333;0.085365854;0.46875;0.048387097;0.346153846;0.379310345;0.182692308;0.50726979;0.490384615;0.28;0.410714286;0.333333333;0.333333
478;0.516666667;0.048780488;0.4375;0.080645161;0.346153846;0.75862069;0.125;0.43457189;0.346153846;0.213333333;0.357142857;0.833333333;0.833333
479;0.416666667;0.475609756;0.09375;0.655913978;0.282051282;0.517241379;0.528846154;0.806138934;0.490384615;0.133333333;0.107142857;0.333333333;0.333333
480;0.35;0.353658537;0.3125;0.048387097;0.346153846;0.655172414;0.326923077;0.458804523;0.384615385;0.333333333;0.303571429;0.5;0.5
481;0.983333333;0.304878049;0.546875;0.048387097;0.282051282;0;0.394230769;0.563812601;0.153846154;0.306666667;0.428571429;0.333333333;0.333333
482;0.95;0.146341463;0.46875;0.043010753;0.307692308;0.275862069;0.5;0.50726979;0.182692308;0.346666667;0.446428571;0.333333333;0.333333
483;0.4;0.536585366;0.546875;0.661290323;0.346153846;0.75862069;0.951923077;0.806138934;0.413461538;0.306666667;0.142857143;0.5;0.5
484;0.666666667;0.170731707;0.296875;0.247311828;0.141025641;0.75862069;0.326923077;0.353796446;0.278846154;0.12;0.607142857;0.666666667;0.666667
485;0.5;0.109756098;0.28125;0.02688172;0.358974359;0.862068966;0.730769231;0.499192246;0.403846154;0.266666667;0.125;0.5;0.5
486;0.5;0.146341463;0.375;0.177419355;0.346153846;0.448275862;0.432692308;0.563812601;0.413461538;0.386666667;0.232142857;0.5;0.5
487;0.8;0.134146341;0.5;0.086021505;0.423076923;0.551724138;0.298076923;0.531502423;0.211538462;0.266666667;0.285714286;0.333333333;0.333333
488;0.583333333;0.365853659;0.375;0.215053763;0.282051282;0.275862069;0.423076923;0.636510501;0.461538462;0.253333333;0.357142857;0.333333333;0.333333
489;0.883333333;0.207317073;0.5625;0.134408602;0.487179487;0.965517241;0.480769231;0.693053312;0.355769231;0.466666667;0.196428571;0.333333333;0.333333
490;0.85;0.243902439;0.609375;0.333333333;0.179487179;0.517241379;0.076923077;0.50726979;0.211538462;0.146666667;0.553571429;0.333333333;0.333333
491;0.9;0.280487805;0.609375;0.35483871;0.41025641;0.655172414;0.605769231;0.8546042;0.384615385;0.506666667;0.321428571;0.333333333;0.333333
492;0.883333333;0.207317073;0.5625;0.134408602;0.487179487;0.965517241;0.480769231;0.693053312;0.355769231;0.466666667;0.196428571;0.333333333;0.333333
493;0.55;0.158536585;0.3125;0.048387097;0.358974359;0.551724138;0.461538462;0.474959612;0.461538462;0.293333333;0.375;0.333333333;0.333333
494;0.55;0.170731707;0.34375;0.043010753;0.346153846;0.551724138;0.471153846;0.474959612;0.471153846;0.28;0.375;0.333333333;0.333333
495;0.866666667;0.195121951;0.34375;0.021505376;0.141025641;0.137931034;0.653846154;0.499192246;0.25;0.24;0.392857143;0.333333333;0.333333
496;0.516666667;0.073170732;0.421875;0.268817204;0.064102564;0.620689655;0.269230769;0.515347334;0.413461538;0.346666667;0.428571429;0.5;0.5
497;0.666666667;0.06097561;0.3125;0.220430108;0.217948718;0.896551724;0.846153846;0.749596123;0.673076923;0.28;0.107142857;0.166666667;0.166667
498;0.616666667;0.268292683;0.40625;0.075268817;0.179487179;0.517241379;0.855769231;0.563812601;0.625;0.333333333;0.375;0.166666667;0.166667
499;0.45;0.170731707;0.484375;0.360215054;0.294871795;0.620689655;0.653846154;0.57996769;0.365384615;0.493333333;0.321428571;0.666666667;0.666667
500;0.35;0.158536585;0.34375;0.301075269;0.128205128;0.793103448;0.442307692;0.57996769;0.721153846;0.24;0.357142857;0.333333333;0.333333
501;0.583333333;0.146341463;0.515625;0.037634409;0.307692308;0.379310345;0.288461538;0.515347334;0.432692308;0.52;0.392857143;0.5;0.5
502;0.633333333;0.170731707;0.515625;0.204301075;0.538461538;0.310344828;0.307692308;0.741518578;0.586538462;0.36;0.267857143;0.5;0.5
503;0.716666667;0.609756098;0.546875;0.252688172;0.128205128;0.137931034;0.336538462;0.644588045;0.355769231;0.146666667;0.214285714;0.333333333;0.333333
504;0.583333333;0.134146341;0.359375;0.069892473;0.320512821;0.689655172;0.173076923;0.458804523;0.625;0.426666667;0.535714286;0.333333333;0.333333
505;0.983333333;0.402439024;0.46875;0.112903226;0.205128205;0.827586207;0.807692308;0.660743134;0.192307692;0.213333333;0.142857143;0.333333333;0.333333
506;0.55;0.109756098;0.234375;0.204301075;0.307692308;0.689655172;0.25;0.604200323;0.442307692;0.173333333;0.178571429;0.333333333;0.333333
507;0.716666667;0.609756098;0.546875;0.252688172;0.128205128;0.137931034;0.336538462;0.644588045;0.355769231;0.146666667;0.214285714;0.333333333;0.333333
508;0.6;0.37804878;0.546875;0.451612903;0.115384615;0.310344828;0.403846154;0.693053312;0.336538462;0.173333333;0.303571429;0.5;0.5
509;0.583333333;0.134146341;0.359375;0.069892473;0.320512821;0.689655172;0.173076923;0.458804523;0.625;0.426666667;0.535714286;0.333333333;0.333333
510;0.416666667;0.182926829;0.3125;0.080645161;0.064102564;0.75862069;0.490384615;0.369951535;0.423076923;0.32;0.392857143;0.5;0.5
511;0.666666667;0.426829268;0.34375;0.182795699;0.166666667;1;0.528846154;0.305331179;0.394230769;0.28;0.785714286;0.666666667;0.666667
512;0.6;0.256097561;0.421875;0.02688172;0.358974359;0.379310345;0.971153846;0.515347334;0.307692308;0.266666667;0.160714286;0.333333333;0.333333
513;0.45;0.12195122;0.4375;0.080645161;0.076923077;1;0.201923077;0.321486268;0.461538462;0.226666667;0.482142857;0.833333333;0.833333
514;0.5;0.170731707;0.25;0.241935484;0.051282051;0.862068966;0.5;0.596122779;0.375;0.653333333;0.410714286;0.666666667;0.666667
515;0.5;0.170731707;0.25;0.241935484;0.051282051;0.862068966;0.5;0.596122779;0.375;0.653333333;0.410714286;0.666666667;0.666667
516;0.583333333;0.170731707;0.421875;0.333333333;0;0.103448276;0.096153846;0.523424879;0.221153846;0.333333333;0.410714286;0.666666667;0.666667
517;0.483333333;0.085365854;0.421875;0.043010753;0.08974359;0.896551724;0.096153846;0.369951535;0.509615385;0.293333333;0.428571429;0.5;0.5
518;0.683333333;0.146341463;0.5625;0.043010753;0.128205128;0.655172414;0.403846154;0.264943457;0.442307692;0.32;0.732142857;0.5;0.5
519;0.616666667;0.256097561;0.40625;0.048387097;0.256410256;0.724137931;0.692307692;0.450726979;0.442307692;0.386666667;0.517857143;0.5;0.5
520;0.716666667;0.317073171;0.40625;0.016129032;0.179487179;0.206896552;0.096153846;0.256865913;0.259615385;0.12;0.589285714;0.833333333;0.833333
521;0.55;0.182926829;0.53125;0.344086022;0.08974359;0.482758621;0.413461538;0.450726979;0.240384615;0.146666667;0.482142857;0.833333333;0.833333
522;0.716666667;0.317073171;0.40625;0.016129032;0.179487179;0.206896552;0.096153846;0.256865913;0.259615385;0.12;0.589285714;0.833333333;0.833333
523;0.616666667;0.207317073;0.453125;0.02688172;0.230769231;0.344827586;0.307692308;0.531502423;0.375;0.586666667;0.285714286;0.5;0.5
524;0.55;0.146341463;0.453125;0.086021505;0.166666667;0.620689655;0.182692308;0.273021002;0.471153846;0.413333333;0.696428571;0.666666667;0.666667
525;0.483333333;0.256097561;0.421875;0.14516129;0.038461538;0.275862069;0.038461538;0.224555735;0.355769231;0.4;0.767857143;0.5;0.5
526;0.55;0.146341463;0.453125;0.086021505;0.166666667;0.620689655;0.182692308;0.273021002;0.471153846;0.413333333;0.696428571;0.666666667;0.666667
527;0.5;0.085365854;0.4375;0.311827957;0.243589744;0.310344828;0.259615385;0.555735057;0.317307692;0.253333333;0.375;0.333333333;0.333333
528;0.916666667;0.182926829;0.671875;0.02688172;0.346153846;0.482758621;0.25;0.378029079;0.442307692;0.066666667;0.732142857;0.5;0.5
529;0.733333333;0.268292683;0.5;0.021505376;0.166666667;0.24137931;0.125;0.297253635;0.413461538;0.12;0.714285714;0;0
530;0.666666667;0.365853659;0.421875;0.204301075;0.128205128;1;0.298076923;0.369951535;0.384615385;0.413333333;0.714285714;0.666666667;0.666667
531;0.633333333;0.341463415;0.3125;0.241935484;0.217948718;0.620689655;0.461538462;0.555735057;0.586538462;0.28;0.464285714;0.5;0.5
532;0.483333333;0.256097561;0.421875;0.14516129;0.038461538;0.275862069;0.038461538;0.224555735;0.355769231;0.4;0.767857143;0.5;0.5
533;0.566666667;0.158536585;0.453125;0.155913978;0.051282051;0.827586207;0.317307692;0.43457189;0.384615385;0.373333333;0.446428571;0.333333333;0.333333
534;0.533333333;0.402439024;0.421875;0.107526882;0.269230769;0.827586207;0.432692308;0.176090468;0.288461538;0.266666667;0.910714286;0.666666667;0.666667
535;0.583333333;0.085365854;0.5;0.075268817;0.205128205;0.75862069;1;0.515347334;0.605769231;0.24;0.392857143;0.666666667;0.666667
536;0.7;0.390243902;0.5;0.317204301;0.166666667;0.862068966;0.557692308;0.353796446;0.201923077;0.213333333;0.875;0.666666667;0.666667
537;0.533333333;0.402439024;0.421875;0.107526882;0.269230769;0.827586207;0.432692308;0.176090468;0.288461538;0.266666667;0.910714286;0.666666667;0.666667
538;0.416666667;0.182926829;0.1875;0.23655914;0.217948718;0.413793103;0.461538462;0.563812601;0.5;0.12;0.303571429;0.333333333;0.333333
539;0.3;0.164634146;0.359375;0.021505376;0.371794872;0.586206897;0.644230769;0.426494346;0.346153846;0.253333333;0.160714286;0.333333333;0.333333
540;0.283333333;0.164634146;0.34375;0.021505376;0.346153846;0.448275862;0.663461538;0.426494346;0.336538462;0.253333333;0.160714286;0.5;0.5
541;0.416666667;0.134146341;0.375;0.059139785;0.474358974;0.620689655;0.201923077;0.684975767;1;0.453333333;0.339285714;0.5;0.5
542;0.566666667;0.085365854;0.859375;0.037634409;0.333333333;0.586206897;0.711538462;0.57996769;0.538461538;0.52;0.178571429;0.5;0.5
543;0.566666667;0.097560976;0.90625;0.043010753;0.384615385;0.689655172;0.701923077;0.57996769;0.528846154;0.546666667;0.178571429;0.5;0.5
544;0.566666667;0.085365854;0.859375;0.037634409;0.333333333;0.586206897;0.711538462;0.57996769;0.538461538;0.52;0.178571429;0.5;0.5
545;0.5;0.243902439;0.375;0.360215054;0.5;0.862068966;0.875;0.717285945;0.663461538;0.52;0.482142857;0.666666667;0.666667
546;0.6;0.207317073;0.375;0.188172043;0.102564103;0.862068966;0.317307692;0.28917609;0.211538462;0.24;0.696428571;0.833333333;0.833333
547;0.616666667;0.243902439;0.296875;0.52688172;0.256410256;0.344827586;0.596153846;0.741518578;0.259615385;0.16;0.178571429;0.333333333;0.333333
548;0.7;0.475609756;0.578125;0.021505376;0.217948718;0.413793103;0.413461538;0.515347334;0.423076923;0.253333333;0.446428571;0.333333333;0.333333
549;0.7;0.475609756;0.578125;0.021505376;0.217948718;0.413793103;0.413461538;0.515347334;0.423076923;0.253333333;0.446428571;0.333333333;0.333333
550;0.383333333;0.134146341;0.265625;0.043010753;0.564102564;0.310344828;0.471153846;0.515347334;0.432692308;0.306666667;0.142857143;0.5;0.5
551;0.616666667;0.243902439;0.296875;0.52688172;0.256410256;0.344827586;0.596153846;0.741518578;0.259615385;0.16;0.178571429;0.333333333;0.333333
552;0.45;0.195121951;0.3125;0.064516129;0.064102564;0.103448276;0.673076923;0.43457189;0.5;0.52;0.375;0.5;0.5
553;0.65;0.06097561;0.484375;0.053763441;0.076923077;0.620689655;0.548076923;0.28917609;0.240384615;0.733333333;0.732142857;0.5;0.5
554;0.633333333;0.195121951;0.375;0.059139785;0.102564103;0.517241379;0.817307692;0.297253635;0.211538462;0.333333333;0.660714286;0.666666667;0.666667
555;0.633333333;0.195121951;0.375;0.059139785;0.102564103;0.517241379;0.817307692;0.297253635;0.211538462;0.333333333;0.660714286;0.666666667;0.666667
556;0.65;0.06097561;0.484375;0.053763441;0.076923077;0.620689655;0.548076923;0.28917609;0.240384615;0.733333333;0.732142857;0.5;0.5
557;0.45;0.06097561;0.296875;0.059139785;0.384615385;1;0.615384615;0.305331179;0.278846154;0.28;0.535714286;0.666666667;0.666667
558;0.733333333;0.12195122;0.46875;0.048387097;0.153846154;0.827586207;0.259615385;0.264943457;0.240384615;0.493333333;0.803571429;0.666666667;0.666667
559;0.55;0.256097561;0.359375;0.037634409;0.115384615;0.620689655;0.25;0.224555735;0.365384615;0.373333333;0.785714286;0.666666667;0.666667
560;0.75;0.06097561;0.359375;0.043010753;0.166666667;0.172413793;0.144230769;0.531502423;0.355769231;0.253333333;0.232142857;0.5;0.5
561;0.6;0.329268293;0.359375;0.231182796;0.320512821;0.655172414;0.461538462;0.547657512;0.528846154;0.28;0.446428571;0.5;0.5
562;0.566666667;0.37804878;0.4375;0.327956989;0.320512821;0.620689655;0.375;0.410339257;0.403846154;0.186666667;0.75;0.666666667;0.666667
563;0.666666667;0.036585366;0.546875;0.059139785;0.384615385;0.206896552;0.298076923;0.596122779;0.538461538;0.346666667;0.410714286;0.666666667;0.666667
564;0.483333333;0.158536585;0.46875;0.059139785;0.346153846;0.793103448;0.211538462;0.208400646;0.346153846;0.346666667;0.785714286;0.833333333;0.833333
565;0.966666667;0.036585366;0.765625;0.043010753;0.371794872;0.413793103;0.567307692;0.676898223;0.201923077;0.52;0.196428571;0.333333333;0.333333
